class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
1,f,s,n,FALSE,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
1,f,y,n,FALSE,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
1,f,s,n,FALSE,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
1,f,y,n,FALSE,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
1,f,y,n,FALSE,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
1,f,s,n,FALSE,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
1,f,y,e,FALSE,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
0,b,s,n,FALSE,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,v,l
1,f,s,e,FALSE,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
1,f,s,e,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
1,x,s,e,FALSE,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
1,f,y,n,FALSE,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
1,f,y,e,FALSE,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
1,f,s,n,FALSE,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
1,f,y,e,FALSE,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
1,f,s,n,FALSE,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
1,k,y,n,FALSE,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
1,f,y,e,FALSE,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
1,f,s,e,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
1,x,y,e,FALSE,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
1,f,s,n,FALSE,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
1,x,s,e,FALSE,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
1,k,y,n,FALSE,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
1,x,s,n,FALSE,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
1,x,y,e,FALSE,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
1,f,y,n,FALSE,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
1,f,s,e,FALSE,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
1,f,s,n,FALSE,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
0,x,s,w,FALSE,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g
1,f,y,n,FALSE,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
1,f,s,n,FALSE,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
1,x,y,e,FALSE,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
1,f,s,e,FALSE,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
1,x,s,n,FALSE,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
1,x,y,e,FALSE,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
0,k,f,g,FALSE,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g
1,f,s,e,FALSE,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
1,f,y,e,FALSE,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
0,b,f,w,FALSE,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g
1,f,s,n,FALSE,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
1,x,y,e,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
1,x,y,e,FALSE,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
1,f,s,n,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
1,x,s,n,FALSE,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
1,f,s,e,FALSE,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
1,f,s,e,FALSE,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
1,f,s,e,FALSE,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
1,x,y,e,FALSE,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
1,f,y,n,FALSE,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
1,f,y,e,FALSE,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
1,x,s,e,FALSE,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
1,f,s,e,FALSE,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
1,f,y,e,FALSE,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
1,f,y,e,FALSE,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
1,x,s,e,FALSE,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
1,f,s,e,FALSE,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
0,x,s,n,FALSE,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l
1,f,y,n,FALSE,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
1,f,y,e,FALSE,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
1,f,y,e,FALSE,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
1,x,s,n,FALSE,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
1,x,s,e,FALSE,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
1,x,y,e,FALSE,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
1,x,s,e,FALSE,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
1,x,y,e,FALSE,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
1,f,y,e,FALSE,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
0,x,s,n,FALSE,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,o,v,l
1,f,s,n,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
1,x,y,e,FALSE,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
1,f,s,n,FALSE,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
1,f,y,e,FALSE,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
1,x,y,e,FALSE,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
1,x,s,n,FALSE,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
1,x,y,e,FALSE,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
1,f,s,n,FALSE,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
1,f,s,n,FALSE,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
1,k,y,e,FALSE,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
1,x,s,n,FALSE,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
1,f,y,n,FALSE,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
0,k,s,w,FALSE,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
1,f,s,e,FALSE,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
1,x,s,e,FALSE,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
1,f,y,n,FALSE,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
1,f,y,n,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
1,f,y,e,FALSE,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
1,f,y,n,FALSE,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
1,x,s,n,FALSE,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
1,k,y,n,FALSE,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
1,f,s,e,FALSE,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
1,f,y,e,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
1,f,y,e,FALSE,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
1,f,y,e,FALSE,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
1,f,y,n,FALSE,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
1,f,y,n,FALSE,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
1,k,y,n,FALSE,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
1,k,y,n,FALSE,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
1,f,s,e,FALSE,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
1,x,s,e,FALSE,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
1,k,s,n,FALSE,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
1,x,s,e,FALSE,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
1,f,s,n,FALSE,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
1,x,s,e,FALSE,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
1,f,s,n,FALSE,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
1,x,s,n,FALSE,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
1,f,y,e,FALSE,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
1,x,s,n,FALSE,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
1,x,s,e,FALSE,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
1,x,s,e,FALSE,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
1,x,y,e,FALSE,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
1,f,y,e,FALSE,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
1,f,s,e,FALSE,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
1,x,s,e,FALSE,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
1,f,y,e,FALSE,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
1,f,s,e,FALSE,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
1,f,s,e,FALSE,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
1,f,y,n,FALSE,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
1,f,s,n,FALSE,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
1,x,s,e,FALSE,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
1,f,y,n,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
1,f,s,n,FALSE,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
1,f,y,n,FALSE,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
1,f,s,e,FALSE,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
1,f,y,e,FALSE,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
1,f,y,n,FALSE,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
1,f,s,e,FALSE,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
1,f,s,e,FALSE,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
1,f,y,n,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
1,f,s,e,FALSE,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
1,f,s,n,FALSE,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
1,k,y,e,FALSE,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
1,f,y,e,FALSE,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
1,f,s,e,FALSE,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
1,f,y,e,FALSE,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
1,f,y,n,FALSE,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
1,f,y,e,FALSE,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
1,f,s,n,FALSE,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
1,x,y,e,FALSE,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
0,x,f,w,FALSE,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
1,x,s,e,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
1,x,s,e,FALSE,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
1,f,y,n,FALSE,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
1,x,s,e,FALSE,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
1,x,s,n,FALSE,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
1,x,s,n,FALSE,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
0,x,f,g,FALSE,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g
1,f,y,e,FALSE,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
1,f,y,e,FALSE,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
1,x,y,e,FALSE,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
1,x,s,n,FALSE,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
1,k,s,e,FALSE,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
1,k,y,e,FALSE,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
1,f,y,e,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
1,x,s,n,FALSE,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
1,f,s,n,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
1,x,s,e,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
1,f,y,n,FALSE,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
0,k,f,w,FALSE,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g
1,k,y,n,FALSE,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
1,f,s,e,FALSE,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
1,x,y,e,FALSE,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
1,x,s,n,FALSE,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
1,x,s,n,FALSE,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
1,f,y,e,FALSE,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
1,f,y,n,FALSE,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
1,x,y,e,FALSE,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
1,f,s,e,FALSE,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
1,x,s,e,FALSE,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
1,f,y,n,FALSE,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
1,f,y,e,FALSE,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
1,f,y,n,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
1,f,y,n,FALSE,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
1,f,s,n,FALSE,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
1,f,y,e,FALSE,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
1,f,y,e,FALSE,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
1,x,y,e,FALSE,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
1,k,s,e,FALSE,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
1,f,y,e,FALSE,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
1,f,y,n,FALSE,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
1,f,s,n,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
1,f,s,e,FALSE,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
1,k,s,e,FALSE,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
1,f,y,e,FALSE,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
1,f,s,n,FALSE,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
0,x,s,n,FALSE,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,v,l
1,x,s,n,FALSE,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
1,k,s,n,FALSE,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
1,f,s,n,FALSE,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
1,f,s,n,FALSE,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
1,f,s,n,FALSE,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
1,f,y,e,FALSE,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
1,f,y,e,FALSE,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
1,f,s,n,FALSE,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
1,x,s,e,FALSE,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
1,x,s,n,FALSE,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
1,x,s,e,FALSE,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
1,x,s,e,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
1,f,y,e,FALSE,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
1,x,s,e,FALSE,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
1,k,s,e,FALSE,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
1,x,y,e,FALSE,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
1,f,s,n,FALSE,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
1,f,s,n,FALSE,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
1,x,s,n,FALSE,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
1,k,y,e,FALSE,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
1,x,s,e,FALSE,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
1,f,y,n,FALSE,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
1,f,y,e,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
1,f,y,n,FALSE,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
1,f,s,n,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
1,f,s,e,FALSE,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
1,k,y,n,FALSE,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
1,f,y,e,FALSE,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
1,f,s,e,FALSE,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
1,f,s,n,FALSE,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
1,f,y,n,FALSE,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
1,f,y,e,FALSE,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
1,x,y,e,FALSE,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
1,f,s,e,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
1,x,s,n,FALSE,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
1,f,s,n,FALSE,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
1,f,s,n,FALSE,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
1,f,s,e,FALSE,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
0,x,s,g,FALSE,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g
1,k,y,n,FALSE,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
1,x,y,e,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
1,x,s,n,FALSE,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
1,x,s,n,FALSE,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
1,f,y,e,FALSE,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
1,k,y,n,FALSE,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
1,x,s,e,FALSE,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
1,k,y,n,FALSE,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
1,x,y,e,FALSE,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
1,k,s,n,FALSE,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
1,x,s,n,FALSE,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
1,x,y,e,FALSE,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
1,f,s,e,FALSE,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
1,f,s,n,FALSE,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
1,f,s,n,FALSE,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
1,f,s,e,FALSE,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
1,x,y,e,FALSE,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
1,x,s,e,FALSE,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
1,f,s,n,FALSE,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
1,f,y,e,FALSE,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
1,x,s,e,FALSE,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
1,x,s,e,FALSE,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
1,f,s,e,FALSE,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
1,x,y,e,FALSE,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
1,x,s,n,FALSE,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
1,x,s,e,FALSE,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
1,x,s,e,FALSE,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
1,x,s,n,FALSE,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
1,x,s,n,FALSE,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
1,f,s,e,FALSE,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
1,f,y,e,FALSE,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
1,x,s,n,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
1,x,s,e,FALSE,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
1,f,s,n,FALSE,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
1,x,s,n,FALSE,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
1,f,s,e,FALSE,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
1,k,y,n,FALSE,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
1,x,s,n,FALSE,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
1,f,y,n,FALSE,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
1,k,y,n,FALSE,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
1,f,s,e,FALSE,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
1,f,s,n,FALSE,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
1,x,s,e,FALSE,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
1,x,s,n,FALSE,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
1,f,y,n,FALSE,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
1,f,y,n,FALSE,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
1,x,s,e,FALSE,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
1,f,y,n,FALSE,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
